Crop,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Blackgram,Rabi,Dindigul,19771,607.0,1345895,4187,0.75
Tapioca,Whole Year,Palani,20574,794.1,2513442,1702,27.85
Coffee,Whole Year,Namakkal,4145,1399.2,874395,3984,0.44
Banana,Whole Year,Rajapalayam,45113,1052.5,3628702,14274,21.02
Maize,Kharif,Salem,31594,598.5,1483876,9946,2.7
Sugarcane,Whole Year,Karur,97819,1290.3,13967777,22902,49.82
Coffee,Whole Year,Palani,1058,1623.1,208532,1197,1.34
Banana,Whole Year,Attur,33615,1196.9,5105056,16054,22.55
Blackgram,Rabi,Karur,16251,839.2,1604478,1193,0.49
Cotton,Kharif,Attur,41641,596.5,4363345,4108,0.99
Banana,Whole Year,Madurai,1730,1225.0,1645654,2583,17.82
Turmeric,Kharif,Dindigul,7578,1197.1,1382633,4904,6.15
Papaya,Whole Year,Salem,492,904.5,873929,2422,26.65
Sugarcane,Whole Year,Theni,57637,1238.0,10153083,24556,58.1
Rice,Rabi,Namakkal,38720,1380.9,4824243,14942,1.1
Pigeonpea,Kharif,Dindigul,6372,952.6,465680,1671,0.79
Mango,Whole Year,Salem,33616,842.7,2630044,7958,3.78
Sugarcane,Whole Year,Theni,34071,1252.9,6908545,24325,40.45
Chilli,Kharif,Namakkal,11641,561.2,1643557,9501,2.74
Cotton,Kharif,Sivakasi,29185,934.5,4626577,3194,1.81
Groundnut,Kharif,Kodaikanal,6061,828.4,1690424,4550,2.09
Papaya,Whole Year,Madurai,6343,925.3,1716695,5168,17.48
Chilli,Kharif,Palani,11950,795.0,3358743,10096,2.9
Maize,Rabi,Sivakasi,21404,941.1,1043992,6707,1.62
Groundnut,Kharif,Kodaikanal,42476,982.9,3332307,15232,2.34
Cotton,Kharif,Rajapalayam,8406,925.7,1977316,3777,1.44
Groundnut,Kharif,Palani,53391,831.2,3181121,10365,0.91
Sesame,Kharif,Madurai,4314,628.7,567232,1067,0.29
Maize,Rabi,Karur,38647,1006.8,1065186,12471,2.09
Pigeonpea,Kharif,Kodaikanal,1754,1133.0,304570,867,0.44
Turmeric,Kharif,Salem,8768,988.8,2037563,3683,6.66
Tapioca,Whole Year,Attur,23371,998.5,2385912,4217,20.94
Sorghum,Kharif,Madurai,16292,764.1,1650153,4289,1.0
Papaya,Whole Year,Karur,2321,1072.2,1103138,2861,27.27
Millet,Kharif,Sivakasi,12709,652.4,872171,2547,1.32
Millet,Kharif,Virudhunagar,4806,684.2,173537,177,1.31
Sugarcane,Whole Year,Dindigul,79940,924.3,10156106,15817,71.5
Greengram,Kharif,Virudhunagar,1956,785.0,357605,1507,0.48
Mango,Whole Year,Palani,27712,1110.8,2492447,6903,4.0
Coconut,Whole Year,Karur,3348,850.9,1548126,2311,7.22
Papaya,Whole Year,Madurai,659,1057.2,750055,2515,26.81
Millet,Kharif,Theni,7899,873.4,1412878,3379,1.27
Groundnut,Rabi,Salem,35499,573.8,3124989,13673,2.01
Banana,Whole Year,Dindigul,21126,1050.2,3255310,12864,22.64
Tapioca,Whole Year,Salem,19827,1049.9,956515,2899,32.61
Coconut,Whole Year,Karur,21494,973.5,1852144,3339,9.38
Groundnut,Kharif,Sivakasi,33817,814.4,3654754,13453,2.15
Blackgram,Rabi,Namakkal,1036,598.9,411554,1369,0.42
Chickpea,Rabi,Karur,1215,828.6,516330,1431,0.7
Turmeric,Kharif,Dindigul,2619,1118.9,1528751,2324,5.8
Sesame,Kharif,Virudhunagar,2865,604.8,182919,1700,0.67
Banana,Whole Year,Madurai,16723,883.4,1081828,7255,13.15
Maize,Kharif,Salem,3276,739.8,1368026,2078,1.83
Banana,Whole Year,Salem,20530,1277.8,2087093,9397,15.62
Sorghum,Rabi,Rajapalayam,7358,677.4,195187,3792,1.32
Banana,Whole Year,Rajapalayam,33947,836.0,3221286,15676,23.15
Greengram,Kharif,Salem,10466,619.9,649707,2209,0.33
Chickpea,Rabi,Karur,16750,486.2,649140,218,1.01
Millet,Kharif,Palani,15741,904.4,1313596,2412,1.37
Papaya,Whole Year,Kodaikanal,4761,1169.5,466250,3161,29.66
Papaya,Whole Year,Virudhunagar,3705,917.0,776585,2240,28.15
Millet,Kharif,Salem,19947,610.9,1219851,3094,1.23
Pigeonpea,Kharif,Salem,973,753.5,340386,1003,0.71
Coconut,Whole Year,Karur,50802,1081.4,1940059,13573,9.32
Papaya,Whole Year,Attur,1086,892.4,443070,956,33.29
Groundnut,Rabi,Namakkal,20842,582.3,1391309,3824,1.52
Greengram,Kharif,Sivakasi,8785,481.8,956803,421,0.79
Cotton,Kharif,Virudhunagar,581,736.4,1049434,2098,0.8
Coconut,Whole Year,Namakkal,31468,684.7,1764374,5575,7.17
Sugarcane,Whole Year,Kodaikanal,68422,1173.0,10736651,11237,84.0
Chickpea,Rabi,Kodaikanal,17183,920.4,1344954,2795,0.53
Groundnut,Rabi,Namakkal,28220,624.6,3071264,11108,1.12
Pigeonpea,Kharif,Rajapalayam,4841,975.4,612201,940,0.5
Turmeric,Kharif,Karur,3270,847.0,1382437,3715,4.18
Pomegranate,Whole Year,Attur,1695,652.3,613363,100,3.27
Sesame,Kharif,Dindigul,7709,694.8,577130,1817,0.85
Coconut,Whole Year,Rajapalayam,45684,924.4,4019852,7123,9.54
Millet,Kharif,Kodaikanal,15401,1169.7,1627803,983,0.87
Turmeric,Kharif,Namakkal,3481,1079.1,1261146,2895,3.93
Chilli,Kharif,Attur,6695,957.9,2372761,3837,3.15
Papaya,Whole Year,Dindigul,2521,1169.6,663193,3405,19.32
Turmeric,Kharif,Palani,11371,1183.2,914109,9058,3.86
Rice,Kharif,Palani,68705,1251.6,2427383,5412,3.07
Rice,Kharif,Dindigul,6619,1397.4,2912916,1810,2.79
Sesame,Kharif,Dindigul,2447,795.9,408192,498,0.57
Sugarcane,Whole Year,Kodaikanal,13674,1122.0,4720019,5375,36.41
Greengram,Kharif,Kodaikanal,12353,998.6,829218,2823,0.8
Coffee,Whole Year,Attur,4418,1530.4,1500706,3530,1.6
Chickpea,Rabi,Attur,2901,516.4,274111,1612,0.64
Mango,Whole Year,Sivakasi,18557,749.7,3018101,7548,8.29
Groundnut,Kharif,Kodaikanal,53511,773.9,2748178,11844,1.47
Mango,Whole Year,Madurai,36627,971.5,2886213,10921,3.69
Sugarcane,Whole Year,Karur,88098,1173.2,5102617,40622,67.94
Pigeonpea,Kharif,Attur,1465,1008.2,452022,215,1.07
Tapioca,Whole Year,Virudhunagar,26157,690.8,1594505,2882,22.44
Chilli,Rabi,Salem,11905,553.5,1437060,11211,1.08
Coffee,Whole Year,Sivakasi,308,1043.0,692889,1561,1.2
Greengram,Kharif,Kodaikanal,11533,945.6,760660,1270,0.53
Pomegranate,Whole Year,Theni,3873,824.1,331752,4097,9.36
Tapioca,Whole Year,Attur,19204,777.6,2509495,4743,31.43
Sesame,Kharif,Dindigul,1960,800.0,59290,100,0.69
Millet,Kharif,Karur,21171,809.8,695309,2384,0.57
Pigeonpea,Kharif,Theni,6469,1085.3,547698,1777,0.47
Greengram,Kharif,Virudhunagar,12585,663.3,1240335,773,0.73
Pigeonpea,Kharif,Rajapalayam,8279,594.8,422200,2911,0.37
Pomegranate,Whole Year,Rajapalayam,1683,695.8,182109,703,5.52
Chickpea,Rabi,Theni,815,830.7,167513,847,0.83
Papaya,Whole Year,Rajapalayam,6083,1181.2,1217392,1638,42.61
Tapioca,Whole Year,Virudhunagar,11364,884.5,622149,2053,32.47
Pigeonpea,Kharif,Attur,3961,890.6,457513,340,0.65
Tapioca,Whole Year,Sivakasi,28886,821.7,1372071,5730,16.95
Chilli,Kharif,Madurai,10468,1055.8,2200255,10365,1.45
Banana,Whole Year,Palani,45322,1604.4,5786172,11107,28.99
Tapioca,Whole Year,Salem,18254,942.8,1927088,3620,29.83
Pomegranate,Whole Year,Dindigul,2795,589.0,982092,1482,7.58
Coffee,Whole Year,Karur,2301,1399.4,359156,470,1.47
Chilli,Kharif,Karur,2207,683.5,1327808,3785,2.41
Maize,Rabi,Attur,13930,1057.7,730849,3747,1.79
Millet,Kharif,Kodaikanal,6769,879.6,594644,2863,1.13
Rice,Kharif,Dindigul,46699,1358.4,3659038,4934,2.06
Tapioca,Whole Year,Namakkal,24799,994.1,1882073,1953,16.95
Turmeric,Kharif,Attur,1923,1150.9,1436501,1680,2.58
Banana,Whole Year,Madurai,24196,1229.8,4918041,8135,25.16
Tapioca,Whole Year,Madurai,21216,866.8,854939,6302,19.26
Sorghum,Rabi,Dindigul,6960,558.0,307697,785,1.17
Pigeonpea,Kharif,Virudhunagar,9946,881.2,888224,734,0.84
Mango,Whole Year,Kodaikanal,23101,1172.8,690320,1826,6.57
Pomegranate,Whole Year,Sivakasi,3802,631.2,733599,2283,4.52
Papaya,Whole Year,Kodaikanal,4554,1362.8,718923,5510,20.34
Coconut,Whole Year,Sivakasi,15460,1014.1,1731230,2626,8.24
Coffee,Whole Year,Kodaikanal,2811,1403.3,993490,1639,0.96
Sesame,Kharif,Kodaikanal,3108,966.1,275164,100,0.52
Pigeonpea,Kharif,Dindigul,9841,715.0,969442,702,0.83
Pigeonpea,Kharif,Madurai,11926,879.4,603472,3344,0.51
Sorghum,Rabi,Virudhunagar,9509,510.7,221175,3040,1.11
Millet,Kharif,Dindigul,20685,761.4,1113783,1850,1.55
Banana,Whole Year,Karur,47054,1131.5,3750529,18046,28.54
Maize,Rabi,Theni,24233,913.9,786946,7485,3.27
Sorghum,Rabi,Namakkal,5425,377.9,688097,2094,0.49
Coffee,Whole Year,Madurai,3890,1490.9,352412,2297,1.39
Turmeric,Kharif,Namakkal,11316,1089.6,2289868,2759,5.17
Coffee,Whole Year,Dindigul,1016,973.4,557207,3275,1.11
Chilli,Kharif,Namakkal,1602,692.9,565296,2718,2.07
Papaya,Whole Year,Sivakasi,3996,1201.6,910669,2591,29.55
Groundnut,Kharif,Salem,20700,719.3,1018146,5997,1.66
Coconut,Whole Year,Palani,9723,1035.9,803379,2683,4.45
Tapioca,Whole Year,Theni,18469,1201.5,2332802,2690,25.78
Maize,Kharif,Theni,8417,1011.1,1771610,3373,2.19
Tapioca,Whole Year,Salem,22088,960.7,1209699,6514,26.28
Maize,Kharif,Attur,10843,917.1,1990067,6096,3.92
Mango,Whole Year,Rajapalayam,31333,668.0,3473951,2626,2.3
Blackgram,Rabi,Attur,19815,616.0,1452363,3009,0.57
Millet,Kharif,Kodaikanal,3540,1042.4,1028903,1338,0.78
Pigeonpea,Kharif,Attur,8927,901.2,186799,2442,0.52
Sorghum,Rabi,Attur,7878,514.5,260720,3126,0.61
Maize,Kharif,Namakkal,1103,606.9,1332159,4894,1.6
Banana,Whole Year,Dindigul,45205,1107.5,5531304,12601,28.92
Sorghum,Kharif,Dindigul,6843,649.0,986745,2021,0.73
Blackgram,Rabi,Sivakasi,9357,524.8,153730,293,0.4
Pigeonpea,Kharif,Salem,5273,681.1,243534,2079,0.31
Chickpea,Rabi,Dindigul,13024,557.6,740520,399,0.8
Tapioca,Whole Year,Sivakasi,9735,574.1,1802439,1179,18.91
Coffee,Whole Year,Karur,2910,1100.0,1293493,1207,1.02
Sesame,Kharif,Virudhunagar,3311,341.4,368958,1857,0.42
Sorghum,Rabi,Kodaikanal,17400,955.0,392221,2549,0.66
Papaya,Whole Year,Namakkal,2685,883.5,221188,1134,35.51
Rice,Rabi,Salem,31746,1181.4,4567072,7391,3.31
Groundnut,Kharif,Madurai,20276,896.2,2382908,3209,1.87
Pomegranate,Whole Year,Madurai,984,541.3,435544,1522,3.37
Sugarcane,Whole Year,Attur,89976,1465.4,4898494,11853,46.41
Turmeric,Kharif,Kodaikanal,1173,1256.2,597916,1672,6.54
Chilli,Kharif,Salem,4187,747.5,428735,5138,1.3
Tapioca,Whole Year,Attur,9035,744.7,834923,227,18.15
Sorghum,Kharif,Attur,7654,687.0,226685,3209,1.22
Coconut,Whole Year,Madurai,27482,944.8,1513136,8955,4.22
Rice,Rabi,Attur,52477,1143.8,1768042,11029,1.04
Sugarcane,Whole Year,Virudhunagar,2974,1148.9,3110368,11218,52.38
Groundnut,Rabi,Salem,11358,637.7,1844989,4746,0.81
Pigeonpea,Kharif,Kodaikanal,1235,947.5,204535,421,0.5
Chilli,Rabi,Rajapalayam,9742,532.2,2777848,9244,2.45
Chickpea,Rabi,Kodaikanal,6771,951.7,649611,410,0.55
Pigeonpea,Kharif,Theni,9999,924.8,772288,1061,0.6
Banana,Whole Year,Salem,20161,868.9,1234923,13439,17.02
Papaya,Whole Year,Rajapalayam,859,1154.6,353934,2092,37.48
Coffee,Whole Year,Dindigul,2228,937.9,411186,1389,1.22
Groundnut,Kharif,Namakkal,47436,588.2,5365103,13237,1.24
Maize,Kharif,Karur,16368,705.3,2607913,2203,1.31
Chilli,Kharif,Namakkal,8278,827.4,2033724,2624,1.41
Pigeonpea,Kharif,Namakkal,1616,545.9,336816,509,0.62
Sugarcane,Whole Year,Sivakasi,98945,1310.5,5403803,28908,39.94
Sorghum,Kharif,Attur,1777,610.0,355734,1876,1.1
Chickpea,Rabi,Rajapalayam,1692,890.8,651100,838,0.76
Coffee,Whole Year,Attur,3434,1581.3,1018461,2467,1.42
Maize,Kharif,Theni,45544,1238.5,4554135,11823,2.27
Cotton,Kharif,Salem,41092,851.5,4606981,12372,1.3
Papaya,Whole Year,Karur,777,838.6,325346,1726,30.79
Sugarcane,Whole Year,Sivakasi,62222,1134.7,8133673,11732,62.26
Greengram,Kharif,Palani,14674,918.4,785108,3939,0.9
Rice,Kharif,Salem,55650,852.9,1679176,19789,1.23
Maize,Kharif,Karur,46310,768.5,2510044,7026,2.33
Sugarcane,Whole Year,Palani,80177,1178.7,5212458,33308,59.84
Pigeonpea,Kharif,Karur,6564,749.7,526077,2112,0.41
Coffee,Whole Year,Dindigul,1785,1321.6,477352,316,1.42
Millet,Kharif,Madurai,20312,847.9,1659421,4216,1.73
Rice,Kharif,Salem,20410,956.1,1890781,9395,1.73
Sorghum,Rabi,Salem,18474,818.5,868401,2949,0.56
Sugarcane,Whole Year,Dindigul,7257,945.4,3445979,15502,33.86
Sorghum,Kharif,Dindigul,577,646.6,535318,1678,1.04
Pigeonpea,Kharif,Virudhunagar,5750,900.3,651514,881,0.75
Turmeric,Kharif,Rajapalayam,311,874.1,463615,2092,4.5
Papaya,Whole Year,Attur,3221,865.0,968630,1591,19.76
Pigeonpea,Kharif,Sivakasi,9261,585.2,977329,3115,0.82
Tapioca,Whole Year,Dindigul,23774,775.9,2361280,2486,16.56
Coffee,Whole Year,Namakkal,2388,963.7,960257,1684,1.61
Greengram,Kharif,Rajapalayam,5258,728.7,574844,2040,0.58
Sesame,Kharif,Sivakasi,9404,700.5,891547,2461,0.59
Sesame,Kharif,Namakkal,8931,619.7,680175,2088,0.52
Mango,Whole Year,Sivakasi,15433,769.7,701036,2068,6.32
Turmeric,Kharif,Palani,7892,1499.0,1878590,2340,7.62
Pigeonpea,Kharif,Sivakasi,6932,876.8,598765,1501,0.53
Maize,Rabi,Namakkal,47249,725.6,3813531,10112,2.06
Greengram,Kharif,Madurai,2660,601.9,224780,2463,0.44
Blackgram,Rabi,Attur,11152,498.1,1261357,3080,0.63
Mango,Whole Year,Rajapalayam,24830,606.1,2436243,7890,2.75
Millet,Kharif,Theni,12022,767.7,1740531,904,1.7
Groundnut,Kharif,Namakkal,22561,938.6,3121461,3904,2.2
Sorghum,Kharif,Karur,20068,655.5,1049165,2584,1.25
Coconut,Whole Year,Attur,54762,802.4,1812495,5445,7.66
Sesame,Kharif,Theni,378,803.9,409215,1015,0.69
Pigeonpea,Kharif,Dindigul,3327,848.0,544208,2117,0.45
Sugarcane,Whole Year,Madurai,68286,1320.0,8795840,11531,65.89
Papaya,Whole Year,Theni,6021,1017.9,733543,6363,37.23
Turmeric,Kharif,Theni,8974,989.4,1530035,3726,5.71
Cotton,Kharif,Madurai,57655,868.7,3225133,9179,1.72
Pomegranate,Whole Year,Salem,1391,682.3,419689,286,6.4
Pomegranate,Whole Year,Madurai,947,399.3,251541,833,4.7
Coconut,Whole Year,Palani,57564,834.6,5006627,12795,7.22
Tapioca,Whole Year,Madurai,19315,853.8,1712924,1849,30.43
Blackgram,Rabi,Dindigul,9311,826.2,915287,2190,0.65
Sorghum,Rabi,Kodaikanal,1646,815.5,612331,2462,0.73
Groundnut,Kharif,Attur,48652,625.5,3320691,7789,0.94
Blackgram,Rabi,Virudhunagar,5732,671.1,476333,2285,0.89
Greengram,Kharif,Dindigul,7915,649.1,474949,2214,0.29
Sorghum,Rabi,Virudhunagar,4743,795.9,694820,2585,1.19
Tapioca,Whole Year,Kodaikanal,5529,688.2,737923,3611,18.73
Banana,Whole Year,Salem,4522,972.6,1432547,6254,15.27
Mango,Whole Year,Palani,19053,1073.9,2000586,2965,7.43
Cotton,Kharif,Namakkal,24284,784.9,1964042,9792,0.97
Chickpea,Rabi,Kodaikanal,14316,943.8,693422,3907,0.69
Papaya,Whole Year,Rajapalayam,629,1209.1,275495,505,29.64
Mango,Whole Year,Sivakasi,4200,635.6,852981,1624,5.99
Turmeric,Kharif,Karur,9622,1189.2,1489467,6876,4.29
Tapioca,Whole Year,Dindigul,21540,900.0,1964998,5803,17.33
Millet,Kharif,Namakkal,17920,497.8,1840063,3594,0.46
Greengram,Kharif,Namakkal,8388,433.3,612306,836,0.48
Mango,Whole Year,Karur,23093,601.5,2837415,10265,5.75
Papaya,Whole Year,Karur,3820,1215.7,1439662,3655,24.35
Blackgram,Rabi,Madurai,7082,729.4,677376,1364,0.66
Coffee,Whole Year,Attur,2268,1167.5,292217,3367,1.38
Tapioca,Whole Year,Namakkal,14744,1127.6,2050185,6198,31.96
Chilli,Rabi,Madurai,10580,645.6,2230441,9837,1.0
Coconut,Whole Year,Kodaikanal,44203,1292.3,2937136,7484,7.58
Groundnut,Rabi,Palani,24237,963.3,1213784,5586,1.26
Turmeric,Kharif,Kodaikanal,6602,1328.9,1190158,4304,2.73
Pomegranate,Whole Year,Attur,967,596.4,509888,2655,4.01
Turmeric,Kharif,Salem,13587,1181.0,2163465,2391,5.14
Chickpea,Rabi,Salem,4246,765.0,563962,2547,0.83
Millet,Kharif,Palani,13286,698.0,513289,2321,1.23
Banana,Whole Year,Rajapalayam,46182,963.5,6458486,7403,29.49
Rice,Rabi,Kodaikanal,67698,1132.8,4239136,18564,1.61
Coconut,Whole Year,Rajapalayam,25581,873.2,1592838,8126,4.25
Sugarcane,Whole Year,Madurai,69957,1404.5,10197573,25414,77.23
Coffee,Whole Year,Attur,1783,1434.8,1039726,3685,0.94
Chilli,Rabi,Namakkal,11559,839.8,2623233,3489,2.44
Sesame,Kharif,Palani,5585,985.7,313104,1713,0.74
Chickpea,Rabi,Theni,4948,1042.8,489224,1409,0.83
Cotton,Kharif,Dindigul,7286,475.4,1739432,3143,1.37
Blackgram,Rabi,Salem,1624,642.5,92082,989,0.54
Pomegranate,Whole Year,Madurai,4556,595.7,619423,2649,7.32
Rice,Rabi,Namakkal,73466,1190.9,6089138,10011,1.07
Millet,Kharif,Karur,13841,593.8,1582619,2582,0.56
Chickpea,Rabi,Palani,7271,604.6,780990,428,1.03
Millet,Kharif,Dindigul,19829,532.7,744769,5344,0.79
Sorghum,Kharif,Dindigul,22886,558.0,1464868,6358,0.76
Sorghum,Kharif,Karur,22283,646.2,1578216,6382,0.52
Sesame,Kharif,Theni,6923,939.2,257246,1334,0.39
Tapioca,Whole Year,Rajapalayam,29688,696.7,2030733,2645,15.68
Mango,Whole Year,Virudhunagar,39739,816.6,4226994,12178,8.52
Rice,Rabi,Namakkal,50741,1308.7,4488723,5161,2.18
Mango,Whole Year,Virudhunagar,35008,821.7,1431743,6048,2.79
Pomegranate,Whole Year,Karur,423,673.7,102175,100,4.47
Blackgram,Rabi,Sivakasi,7712,766.0,410568,1878,0.97
Turmeric,Kharif,Salem,2027,856.1,1127837,2158,3.78
Tapioca,Whole Year,Namakkal,7402,881.5,1508778,3522,22.35
Tapioca,Whole Year,Dindigul,3066,693.0,1164757,2271,20.01
Chickpea,Rabi,Sivakasi,9461,830.7,257811,1279,1.08
Sesame,Kharif,Madurai,2397,475.4,390457,1348,0.29
Maize,Rabi,Kodaikanal,21137,1239.0,1666880,3625,2.72
Rice,Rabi,Virudhunagar,33895,806.8,3181789,12214,1.62
Coffee,Whole Year,Namakkal,3192,937.4,1270969,4137,0.52
Sesame,Kharif,Karur,6680,683.8,147372,2387,0.27
Rice,Rabi,Attur,49191,859.4,5533211,14098,1.18
Turmeric,Kharif,Salem,11681,925.0,2996462,2426,3.41
Mango,Whole Year,Palani,18783,966.3,967474,9059,5.41
Rice,Rabi,Virudhunagar,42446,830.8,3552847,6883,1.68
Groundnut,Kharif,Salem,3390,521.4,876032,2864,1.2
Rice,Rabi,Madurai,31546,1277.4,2333118,3188,2.11
Turmeric,Kharif,Sivakasi,12861,1046.2,3444649,5180,2.89
Coffee,Whole Year,Sivakasi,4056,1226.4,667577,3240,0.85
Cotton,Kharif,Madurai,45128,620.0,1663547,7773,0.94
Mango,Whole Year,Sivakasi,24997,893.6,3719878,7644,5.36
Chickpea,Rabi,Madurai,15466,736.5,1222062,1799,0.72
Turmeric,Kharif,Attur,5069,1265.9,1923215,4912,4.05
Greengram,Kharif,Sivakasi,13799,354.5,504122,1736,0.4
Maize,Kharif,Rajapalayam,21542,877.8,2062507,2174,2.33
Groundnut,Kharif,Sivakasi,50844,724.7,4300447,9137,1.8
Mango,Whole Year,Palani,12478,852.1,2167770,3338,2.71
Rice,Kharif,Theni,37817,1261.6,3703155,10375,2.05
Groundnut,Kharif,Attur,41890,671.9,1718248,9131,1.55
Millet,Kharif,Palani,7504,743.0,519648,2850,1.48
Sesame,Kharif,Kodaikanal,5484,687.4,741169,272,0.71
Cotton,Kharif,Rajapalayam,16297,696.8,2506107,9296,0.97
Banana,Whole Year,Attur,15883,1209.1,1338661,8033,18.25
Sesame,Kharif,Kodaikanal,913,730.0,291309,448,0.7
Sorghum,Kharif,Palani,14140,1079.0,1413848,1470,1.41
Sesame,Kharif,Palani,5055,883.0,503127,1192,0.71
Sesame,Kharif,Attur,8892,588.2,573316,1952,0.58
Pomegranate,Whole Year,Palani,2999,613.7,848002,1950,8.27
Sesame,Kharif,Madurai,7958,482.3,292164,982,0.3
Groundnut,Kharif,Karur,44675,880.4,5748547,11769,2.22
Maize,Rabi,Virudhunagar,39124,790.9,1516792,10182,3.2
Millet,Kharif,Dindigul,18223,712.5,2019726,4982,0.77
Greengram,Kharif,Kodaikanal,11676,833.0,421400,1917,0.34
Chickpea,Rabi,Virudhunagar,9790,615.4,414993,539,0.77
Blackgram,Rabi,Palani,13036,1049.9,477753,1585,0.57
Turmeric,Kharif,Namakkal,9702,1040.5,2016118,5720,5.78
Pigeonpea,Kharif,Attur,1072,676.5,104032,920,0.39
Sugarcane,Whole Year,Namakkal,53734,858.3,5675175,21880,56.84
Rice,Rabi,Dindigul,68535,1260.7,7220767,17881,1.09
Chickpea,Rabi,Namakkal,9627,830.5,870740,210,1.09
Cotton,Kharif,Madurai,35331,624.5,4288018,9186,1.53
Coffee,Whole Year,Salem,781,1099.6,806721,1136,0.58
Greengram,Kharif,Theni,4203,765.0,535714,913,0.53
Sugarcane,Whole Year,Madurai,38188,1465.1,5725182,15668,77.97
Rice,Kharif,Attur,75961,1271.5,8259666,16050,3.54
Tapioca,Whole Year,Dindigul,19459,818.3,836193,6889,19.94
Sesame,Kharif,Kodaikanal,4984,879.9,442846,1221,0.57
Mango,Whole Year,Rajapalayam,33305,846.9,1246141,4499,5.05
Sorghum,Kharif,Virudhunagar,583,404.6,664971,2259,1.02
Turmeric,Kharif,Sivakasi,13452,906.5,1368552,3750,3.55
Pigeonpea,Kharif,Kodaikanal,3632,1045.3,227522,2265,1.0
Chickpea,Rabi,Kodaikanal,9467,1036.9,969009,2505,1.0
Greengram,Kharif,Palani,2043,652.5,439527,760,0.42
Chickpea,Rabi,Karur,1897,713.9,682204,1939,0.83
Coconut,Whole Year,Palani,50539,1211.2,2226651,5778,9.12
Pomegranate,Whole Year,Namakkal,3988,643.9,480204,3731,3.98
Maize,Kharif,Attur,12624,1118.2,795030,5597,2.8
Greengram,Kharif,Namakkal,6687,627.7,432746,1495,0.7
Turmeric,Kharif,Kodaikanal,12402,1347.5,1384416,2584,4.1
Sugarcane,Whole Year,Namakkal,93664,1320.1,4893023,43001,76.75
Chilli,Kharif,Sivakasi,6594,865.4,2135254,4071,1.7
Chilli,Kharif,Karur,4553,589.4,1240166,5719,1.81
Turmeric,Kharif,Madurai,11803,1287.1,2827558,5255,7.17
Banana,Whole Year,Namakkal,22049,855.0,1687294,12308,25.66
Millet,Kharif,Dindigul,4265,671.6,532804,2497,0.74
Pigeonpea,Kharif,Rajapalayam,10330,937.5,699901,1509,0.73
Coffee,Whole Year,Kodaikanal,1286,1662.3,394604,3228,1.94
Pomegranate,Whole Year,Namakkal,2000,789.7,213228,1576,3.67
Turmeric,Kharif,Virudhunagar,13941,1044.7,2696666,3190,3.35
Banana,Whole Year,Madurai,847,1041.0,2047147,7358,29.79
Maize,Kharif,Namakkal,38352,631.1,4123259,8804,2.48
Banana,Whole Year,Salem,36754,898.3,5849443,12546,16.18
Tapioca,Whole Year,Theni,27278,743.1,1443535,9198,15.79
Coffee,Whole Year,Palani,1143,1423.1,408210,1131,1.6
Tapioca,Whole Year,Virudhunagar,963,1008.6,681180,1298,25.79
Chilli,Rabi,Madurai,937,617.9,781948,2969,0.88
Maize,Kharif,Kodaikanal,38637,850.6,1548789,9752,2.44
Mango,Whole Year,Madurai,543,647.9,481258,1520,6.15
Blackgram,Rabi,Palani,18860,1127.7,837011,2341,0.67
Coffee,Whole Year,Attur,2660,1160.0,1105800,2769,0.83
Sugarcane,Whole Year,Dindigul,90926,984.2,9598364,11363,37.36
Chickpea,Rabi,Madurai,6374,689.2,195403,2231,0.62
Sorghum,Kharif,Attur,14886,442.6,473424,1347,1.2
Turmeric,Kharif,Namakkal,10394,971.0,1219595,3268,3.43
Sugarcane,Whole Year,Karur,87478,1239.9,6811019,22415,43.21
Chickpea,Rabi,Dindigul,9100,817.4,290829,1993,0.97
Greengram,Kharif,Virudhunagar,1072,606.7,527365,887,0.45
Banana,Whole Year,Madurai,47280,976.6,3057685,17929,24.43
Turmeric,Kharif,Virudhunagar,10349,1218.0,2164284,4815,5.29
Sugarcane,Whole Year,Salem,42635,1063.3,5567458,22636,48.86
Millet,Kharif,Namakkal,16306,756.6,1414124,5235,1.27
Papaya,Whole Year,Kodaikanal,7245,1168.1,1686026,2686,30.29
Chickpea,Rabi,Madurai,2615,801.5,129217,979,0.53
Sorghum,Kharif,Rajapalayam,4724,419.9,254276,3090,0.37
Banana,Whole Year,Madurai,1659,1218.3,2222845,7441,23.96
Rice,Rabi,Attur,56203,1070.6,6898612,3613,1.75
Chickpea,Rabi,Namakkal,12513,700.0,493547,2917,0.69
Groundnut,Rabi,Sivakasi,23173,657.9,2277559,8049,1.68
Sesame,Kharif,Attur,472,610.4,342767,115,0.34
Chilli,Kharif,Attur,5278,589.0,977269,4776,1.62
Papaya,Whole Year,Salem,5862,858.9,1519350,6027,38.39
Rice,Kharif,Namakkal,61614,1181.1,6071587,7216,1.64
Pigeonpea,Kharif,Attur,4785,961.6,458114,1042,0.82
Millet,Kharif,Dindigul,22993,689.3,1991970,6664,1.45
Chilli,Rabi,Namakkal,9716,748.5,1469313,4157,0.85
Coffee,Whole Year,Salem,4948,1079.1,466012,4564,1.39
Groundnut,Rabi,Salem,52361,564.6,3095195,10282,1.98
Chilli,Kharif,Salem,8219,689.0,2468576,3938,2.37
Papaya,Whole Year,Karur,416,1011.1,155286,1408,18.6
