N,P,K,temperature,humidity,ph,rainfall,label
29.72,54.46,23.17,31.32,73.17,6.33,73.72,Blackgram
109.14,43.35,29.95,27.34,67.82,6.95,99.93,Cotton
66.98,49.97,35.98,26.85,74.2,6.9,96.26,Maize
51.02,66.97,202.76,32.13,78.78,6.0,207.26,Turmeric
10.71,58.05,15.59,29.86,71.45,5.86,110.36,Pigeonpea
96.09,41.81,37.56,25.8,84.66,6.92,242.29,Rice
23.46,66.53,26.76,35.09,69.75,6.08,152.28,Pigeonpea
52.03,49.87,32.39,31.24,66.32,6.63,88.59,Sesame
49.68,53.62,195.24,23.64,74.26,6.62,205.34,Turmeric
30.24,14.04,41.21,29.86,82.64,6.68,97.98,Coconut
126.15,70.97,42.81,34.78,64.55,6.24,81.75,Chilli
14.06,23.8,31.65,27.62,60.19,6.93,109.33,Mango
122.98,56.13,18.01,34.3,76.78,6.85,79.68,Cotton
22.38,60.11,25.24,31.36,63.29,5.96,165.54,Pigeonpea
113.2,85.69,52.84,27.4,84.92,5.81,106.4,Banana
83.7,39.89,26.15,24.11,85.81,6.53,165.87,Sugarcane
68.38,68.83,199.89,31.91,83.34,7.04,153.95,Turmeric
84.14,26.5,38.69,23.36,87.43,5.16,278.82,Cardamom
43.19,53.08,35.09,28.82,61.48,6.7,68.78,Sesame
71.72,38.25,41.9,27.3,65.45,5.63,124.15,Tapioca
36.34,72.21,17.25,33.74,80.15,6.2,84.23,Blackgram
101.07,70.48,54.91,31.66,81.91,6.74,127.12,Banana
87.32,26.09,35.98,20.94,75.4,6.44,139.11,Coffee
102.91,22.47,33.64,25.1,63.25,6.16,183.8,Coffee
77.56,20.43,55.99,22.63,69.58,5.86,225.95,Cardamom
42.79,66.89,79.67,26.8,24.14,7.26,84.18,Chickpea
64.57,21.35,29.17,27.0,59.56,6.07,49.13,Sorghum
21.19,29.42,41.56,27.97,40.47,7.34,61.8,Pomegranate
85.55,93.18,53.43,25.32,86.78,5.78,107.87,Banana
43.97,46.73,41.18,31.35,53.96,5.98,78.83,Sesame
62.71,65.79,51.5,33.15,82.52,6.37,180.16,Papaya
86.99,46.68,52.71,29.58,84.1,5.81,274.83,Rice
47.37,45.5,32.41,35.07,51.95,6.88,50.52,Sesame
106.57,86.26,48.8,26.87,78.58,5.89,95.93,Banana
61.49,25.85,33.94,32.74,40.72,6.84,80.02,Sorghum
87.67,24.64,24.72,26.74,77.47,6.23,197.66,Coffee
53.1,38.04,36.48,31.73,60.28,5.69,42.07,Sesame
35.41,55.3,35.57,32.96,54.76,6.01,48.05,Sesame
24.88,63.04,20.38,29.83,65.36,6.62,67.44,Blackgram
69.72,38.64,40.87,31.49,69.56,6.34,92.75,Tapioca
32.79,55.41,17.07,32.99,65.59,5.54,115.37,Groundnut
60.02,38.35,30.29,26.69,51.23,6.98,43.93,Millet
67.5,43.68,52.33,28.86,62.55,6.92,118.2,Tapioca
90.13,24.1,36.37,32.03,82.07,6.85,229.18,Sugarcane
98.83,20.67,36.44,25.22,72.08,6.89,172.82,Sugarcane
107.04,56.27,56.47,26.27,63.13,6.86,64.05,Chilli
89.91,49.5,39.5,29.0,61.84,6.66,78.58,Maize
50.35,54.03,26.71,32.26,68.53,6.24,84.57,Sesame
24.61,16.46,26.55,33.25,60.52,7.04,130.01,Mango
26.26,17.83,46.74,27.58,82.79,5.67,146.51,Coconut
103.42,28.02,35.32,21.87,64.76,6.05,149.21,Coffee
36.53,31.41,35.33,37.97,52.14,6.83,53.81,Sesame
36.16,59.4,81.47,21.46,31.93,6.12,98.1,Chickpea
56.28,42.42,43.34,23.11,80.23,6.02,262.12,Rice
21.01,73.81,24.15,32.75,74.31,6.88,106.38,Blackgram
25.03,59.56,25.91,29.74,78.5,6.91,87.64,Blackgram
20.34,60.83,19.55,28.26,67.27,6.7,60.48,Groundnut
50.18,65.46,54.76,32.79,89.3,6.13,188.61,Papaya
24.05,20.53,38.37,23.9,32.44,6.64,78.41,Pomegranate
112.32,44.32,46.27,32.05,54.85,6.19,77.62,Chilli
25.77,51.65,20.15,31.54,59.62,5.8,86.37,Groundnut
26.89,54.02,18.77,27.24,74.78,6.53,77.28,Greengram
69.56,19.33,30.55,36.01,59.63,7.5,57.96,Sorghum
15.09,23.21,42.07,34.23,60.16,7.28,123.9,Mango
23.19,13.68,40.23,22.87,45.0,6.49,78.12,Pomegranate
75.41,42.35,42.28,29.1,63.46,7.18,75.38,Maize
58.72,47.31,29.44,33.48,62.75,6.49,80.43,Millet
41.49,73.28,74.98,27.19,27.9,6.73,103.58,Chickpea
102.99,13.95,39.47,21.86,78.61,5.92,173.06,Coffee
133.52,50.75,27.35,35.42,65.63,7.38,106.09,Cotton
115.62,31.58,38.25,27.36,85.7,6.51,197.53,Sugarcane
63.67,32.98,40.19,32.24,71.23,6.68,122.78,Tapioca
34.7,76.04,84.54,19.0,28.61,7.01,107.33,Chickpea
66.24,42.51,33.43,26.84,71.48,7.56,102.96,Maize
96.48,29.39,30.87,18.82,78.79,6.23,201.5,Coffee
47.52,73.86,77.78,25.32,24.02,7.25,89.49,Chickpea
65.12,45.46,48.2,24.26,88.5,5.78,212.44,Rice
70.54,38.77,35.96,32.2,55.42,6.14,54.25,Millet
101.48,20.55,30.64,20.32,76.63,5.65,162.7,Coffee
64.78,30.46,33.99,28.05,70.13,6.67,211.64,Sugarcane
54.23,30.47,37.38,27.79,62.25,6.59,74.92,Millet
115.67,52.05,53.02,28.79,63.77,6.11,75.02,Chilli
52.17,46.74,208.59,27.5,88.86,7.04,165.68,Turmeric
40.04,68.73,81.06,18.39,14.69,6.21,59.82,Chickpea
41.93,58.9,44.9,27.23,86.24,6.9,194.96,Papaya
91.92,17.15,28.3,20.33,65.11,5.52,218.57,Coffee
17.96,66.09,26.4,33.56,63.4,6.31,45.14,Greengram
44.87,62.39,46.54,30.87,82.1,6.25,185.62,Papaya
78.39,33.76,28.41,27.46,56.63,6.99,100.11,Sorghum
22.2,48.43,15.59,27.83,63.77,6.35,48.99,Greengram
81.63,31.03,39.81,32.01,51.56,5.97,85.93,Tapioca
93.99,43.19,39.44,27.49,85.7,6.6,260.78,Rice
18.2,68.25,26.88,34.7,70.57,6.69,78.35,Blackgram
89.75,24.72,30.01,21.46,61.14,6.25,201.59,Coffee
87.09,22.6,32.22,25.73,71.2,5.92,171.06,Coffee
81.52,31.32,28.76,34.75,51.98,6.27,32.09,Millet
70.57,32.58,23.37,35.06,59.95,7.69,86.43,Sorghum
69.73,49.56,43.69,32.87,68.91,6.2,71.61,Tapioca
84.02,35.04,40.11,32.07,77.99,7.04,212.12,Sugarcane
34.29,18.17,41.51,26.23,77.23,6.16,147.95,Coconut
73.79,22.94,50.01,18.58,69.13,5.61,292.98,Cardamom
17.34,22.66,37.55,30.45,92.48,5.99,183.89,Coconut
35.5,69.38,88.01,27.76,29.63,6.22,72.14,Chickpea
29.4,32.75,42.52,28.13,52.84,5.77,113.38,Mango
86.81,44.7,32.46,26.96,73.64,5.72,83.5,Maize
89.67,86.95,48.31,32.67,76.68,5.44,151.87,Banana
75.38,29.1,41.93,26.14,79.09,6.65,213.11,Sugarcane
14.86,20.27,34.35,37.95,60.25,5.56,79.9,Mango
128.77,48.49,31.63,29.26,70.78,7.64,100.57,Cotton
31.65,12.25,45.16,30.4,73.4,6.52,105.12,Coconut
25.84,23.41,51.78,25.06,43.89,6.8,57.74,Pomegranate
58.96,50.03,195.77,26.67,87.03,5.51,201.56,Turmeric
81.38,49.5,44.47,29.56,91.01,6.58,230.11,Rice
20.74,71.35,16.16,26.38,67.16,7.42,108.01,Blackgram
40.01,70.63,25.06,26.23,65.73,7.08,100.13,Blackgram
23.99,14.31,42.55,29.16,83.44,5.72,109.51,Coconut
112.83,76.85,52.93,23.99,80.85,6.92,99.74,Banana
15.93,57.73,29.18,28.35,58.27,5.85,112.42,Pigeonpea
29.63,60.39,19.18,30.44,65.1,6.06,101.21,Blackgram
29.79,17.5,28.47,33.32,46.46,6.02,103.11,Mango
29.52,66.99,30.42,33.92,62.6,6.02,100.11,Blackgram
48.19,50.54,199.51,29.86,85.18,6.99,185.47,Turmeric
36.18,29.52,23.31,37.29,65.98,7.26,131.51,Mango
19.97,65.12,26.56,31.54,58.68,5.88,169.87,Pigeonpea
63.86,39.1,45.44,26.67,71.55,5.23,250.35,Cardamom
134.32,53.95,24.31,35.97,60.86,7.09,53.67,Cotton
89.56,55.19,34.51,25.02,60.39,7.26,84.46,Maize
73.54,32.16,30.53,36.25,53.21,6.9,40.67,Sorghum
69.8,52.21,30.03,30.2,69.58,6.77,99.4,Maize
79.64,37.62,48.48,28.48,60.6,5.71,111.79,Maize
36.3,44.34,25.26,34.19,65.83,5.82,72.13,Sesame
44.67,67.14,79.17,18.23,18.99,7.71,84.54,Chickpea
99.77,55.47,45.59,30.54,79.49,6.33,280.35,Rice
19.71,8.19,43.27,35.39,35.77,6.56,54.02,Pomegranate
17.72,49.81,27.32,26.2,63.67,6.88,80.49,Groundnut
74.61,40.08,51.26,29.07,73.57,6.78,243.05,Rice
31.28,16.04,46.15,28.21,31.31,6.95,38.03,Pomegranate
101.76,33.89,23.73,24.08,71.61,6.32,158.14,Sugarcane
21.14,63.37,21.74,29.31,68.47,5.94,77.5,Groundnut
66.41,36.6,42.31,22.51,82.05,6.5,198.87,Cardamom
71.34,19.04,48.77,19.19,85.31,5.29,246.21,Cardamom
84.15,34.5,40.28,25.14,90.14,6.11,234.02,Cardamom
54.41,42.27,29.86,33.2,60.34,7.07,54.2,Millet
31.8,65.09,80.19,27.26,28.1,6.42,86.97,Chickpea
44.97,53.49,38.68,34.56,63.58,6.42,76.43,Sesame
83.04,32.26,37.21,29.79,48.25,7.48,87.87,Millet
77.67,40.36,36.71,25.77,71.55,5.73,89.92,Maize
91.24,53.41,53.84,28.87,67.44,5.74,61.17,Tapioca
64.48,71.15,202.58,23.78,79.07,6.81,159.54,Turmeric
27.45,60.57,28.13,32.43,70.23,6.12,121.47,Groundnut
19.32,61.7,17.26,32.51,65.49,7.0,76.36,Blackgram
126.18,50.88,39.89,25.9,66.77,6.72,75.84,Chilli
52.91,72.73,46.21,30.64,91.45,5.83,147.47,Papaya
42.4,58.9,59.31,30.7,86.76,6.02,166.91,Papaya
83.63,21.48,45.97,22.56,86.79,5.75,180.21,Cardamom
29.17,46.84,25.71,31.31,71.57,6.64,77.6,Groundnut
53.27,27.87,24.06,30.13,49.83,7.07,93.9,Sorghum
46.59,59.89,81.5,22.67,19.21,6.95,68.73,Chickpea
47.0,70.4,80.7,20.2,16.99,6.99,81.0,Chickpea
26.13,22.16,27.96,32.42,76.85,6.6,149.57,Coconut
42.37,43.02,30.62,27.4,64.13,5.89,53.08,Sesame
32.24,55.5,26.05,32.36,66.95,6.39,49.49,Greengram
59.53,76.11,57.17,32.65,82.26,5.96,138.48,Papaya
28.99,60.39,27.11,28.84,63.62,6.54,92.31,Groundnut
72.87,43.4,40.33,24.78,79.83,6.74,188.56,Rice
99.09,79.59,49.68,32.79,90.43,6.21,122.47,Banana
51.79,56.81,76.35,23.33,24.95,7.05,86.28,Chickpea
85.49,31.77,44.08,25.54,76.12,5.98,242.61,Cardamom
19.67,27.38,32.69,36.09,47.91,7.62,149.78,Mango
75.04,38.48,43.65,25.01,77.66,7.18,115.84,Maize
41.85,64.53,60.88,27.56,84.92,6.35,171.23,Papaya
22.04,56.88,26.25,27.56,79.68,6.79,89.24,Blackgram
29.99,56.47,19.79,32.77,76.27,7.42,103.12,Blackgram
50.07,31.54,31.94,26.64,47.96,7.58,75.1,Sorghum
117.12,78.15,45.16,25.94,79.37,5.74,135.63,Banana
29.83,44.02,19.46,33.75,59.48,6.23,87.85,Groundnut
20.52,14.64,30.01,33.07,56.92,7.3,118.93,Mango
26.17,44.89,16.81,34.14,66.41,6.8,111.26,Groundnut
27.4,38.2,23.7,25.46,73.16,6.47,104.04,Groundnut
44.49,68.52,54.77,33.38,85.82,6.59,199.49,Papaya
72.73,24.61,23.38,31.29,52.42,7.13,99.28,Sorghum
102.77,37.3,47.33,32.37,69.45,6.5,70.91,Maize
24.18,17.13,33.83,28.17,34.38,6.97,44.93,Pomegranate
19.77,55.97,20.85,27.48,67.25,6.89,58.88,Greengram
32.16,22.58,44.62,24.57,79.04,7.05,183.86,Coconut
51.98,38.7,30.46,35.07,52.28,6.56,48.3,Millet
15.57,11.77,47.69,34.45,81.51,5.73,174.22,Coconut
16.25,20.49,31.18,29.86,90.03,6.86,179.66,Coconut
17.69,59.55,22.19,34.58,57.53,7.42,77.38,Greengram
97.3,17.19,38.72,24.95,78.05,5.95,191.64,Coffee
88.21,48.18,49.46,30.1,64.9,6.27,78.4,Tapioca
71.54,46.02,53.2,30.35,54.62,7.24,128.89,Tapioca
10.19,53.13,17.98,27.21,68.47,6.16,63.17,Blackgram
30.43,44.22,29.82,36.0,59.4,6.62,64.34,Sesame
16.15,52.65,25.83,30.06,71.16,7.65,79.46,Greengram
71.57,41.2,34.97,28.24,62.53,7.33,49.62,Millet
24.43,39.06,35.32,34.14,66.11,6.43,74.85,Sesame
85.17,23.54,51.84,19.53,79.0,5.52,219.58,Cardamom
14.02,16.01,42.36,25.67,30.39,6.91,53.7,Pomegranate
20.36,61.42,28.13,25.76,57.53,7.45,63.94,Greengram
118.59,74.6,46.43,29.0,85.88,6.81,118.01,Banana
92.64,18.65,37.47,22.56,60.22,6.36,175.7,Coffee
19.15,21.84,30.45,24.78,86.91,5.54,123.06,Coconut
25.66,61.68,22.16,30.63,55.1,6.48,72.75,Groundnut
69.73,34.32,28.64,27.88,56.95,7.03,67.8,Millet
83.1,35.38,30.03,31.47,50.44,6.32,62.83,Millet
81.34,32.87,47.25,36.33,64.89,6.27,82.03,Tapioca
62.51,52.88,203.81,30.3,80.81,5.6,159.97,Turmeric
32.21,21.59,30.6,30.99,91.47,6.7,159.97,Coconut
68.64,28.72,47.96,32.02,67.98,7.33,109.59,Tapioca
33.43,64.98,33.05,29.78,62.07,6.36,76.37,Groundnut
65.06,50.92,48.07,28.02,82.15,5.92,220.49,Rice
69.15,46.56,53.93,25.36,68.13,5.53,62.49,Tapioca
54.11,38.3,27.72,26.08,60.43,7.38,76.04,Millet
25.24,63.53,20.06,26.85,69.46,5.93,158.08,Pigeonpea
36.2,42.0,38.71,31.41,69.2,7.41,49.0,Sesame
35.24,36.77,28.15,33.78,61.96,6.38,69.09,Sesame
81.63,30.4,51.05,25.47,90.76,5.94,206.1,Cardamom
73.3,53.6,45.24,22.49,75.22,6.27,242.24,Rice
39.52,58.59,80.07,25.49,27.74,7.38,98.28,Chickpea
78.1,39.86,45.91,23.66,81.09,6.4,252.83,Rice
55.29,36.41,25.1,26.17,51.95,6.26,65.09,Sorghum
108.12,56.29,16.71,32.93,65.79,7.45,101.9,Cotton
90.05,74.56,51.84,32.36,86.63,6.88,133.89,Banana
34.23,58.36,16.41,32.55,73.33,6.18,61.33,Blackgram
74.92,27.98,44.08,15.67,73.81,6.15,260.88,Cardamom
78.42,33.94,47.03,29.96,54.28,5.48,103.04,Tapioca
72.7,50.42,32.4,23.58,66.96,6.28,98.55,Maize
17.93,52.38,28.8,32.87,63.25,5.68,93.0,Groundnut
65.96,59.04,196.83,29.93,77.98,6.85,199.55,Turmeric
76.75,38.58,49.31,32.34,56.65,6.3,115.43,Tapioca
24.65,62.21,26.86,26.77,67.13,5.83,112.02,Pigeonpea
77.95,34.47,29.46,33.72,46.05,5.92,74.21,Sorghum
20.13,17.77,32.36,30.57,82.11,5.9,160.81,Coconut
83.49,57.97,35.76,22.32,89.63,5.52,202.31,Rice
49.04,39.78,38.08,29.53,53.6,6.05,52.84,Sesame
72.78,35.48,30.31,28.31,55.81,7.34,88.65,Millet
40.23,55.04,70.76,21.67,30.62,6.59,91.58,Chickpea
63.47,45.3,57.89,28.05,67.32,6.66,98.04,Tapioca
63.51,50.75,193.32,26.45,81.99,5.44,168.72,Turmeric
66.65,49.55,208.34,30.96,77.35,6.75,217.99,Turmeric
31.31,69.96,20.45,26.82,72.86,5.85,128.83,Pigeonpea
18.47,10.89,44.01,26.19,79.42,7.05,146.33,Coconut
62.63,32.47,54.87,18.33,70.16,5.69,224.7,Cardamom
34.83,73.29,83.99,18.98,19.67,7.01,69.84,Chickpea
128.67,59.79,50.03,26.33,69.2,6.04,85.83,Chilli
35.49,40.22,31.75,34.84,56.82,7.22,83.59,Sesame
35.51,59.71,22.75,30.89,72.53,7.01,158.38,Pigeonpea
32.34,64.86,19.71,31.71,71.39,6.61,42.87,Greengram
115.8,59.07,28.77,31.37,78.84,6.96,96.91,Cotton
98.01,47.79,49.05,24.9,63.25,6.63,76.62,Maize
52.2,53.7,190.69,29.1,85.56,6.03,194.67,Turmeric
60.53,41.09,26.4,34.15,58.9,6.08,71.3,Millet
104.05,82.88,55.72,25.69,80.8,5.67,98.85,Banana
72.78,23.24,47.39,22.78,71.91,5.54,208.46,Cardamom
94.4,54.09,48.74,27.25,81.61,6.6,263.67,Rice
87.75,36.13,34.78,24.99,74.66,6.17,187.26,Rice
60.52,44.12,55.58,27.46,67.11,6.47,109.14,Tapioca
82.78,44.66,47.49,27.18,61.7,6.41,125.12,Tapioca
91.64,37.08,42.05,24.5,58.42,6.22,81.96,Maize
54.87,56.21,196.51,23.67,89.87,5.95,224.53,Turmeric
104.82,48.52,25.54,31.79,77.1,7.46,105.09,Cotton
83.89,54.08,47.55,21.9,78.31,5.87,255.58,Rice
36.66,46.59,17.73,30.27,59.3,5.75,89.82,Groundnut
72.19,37.12,41.48,27.85,79.64,6.1,236.43,Rice
71.93,37.43,28.9,26.12,74.43,5.25,105.38,Maize
102.74,25.85,40.38,32.55,87.58,6.3,166.43,Sugarcane
31.02,78.35,24.81,26.98,60.51,6.46,67.26,Blackgram
33.59,60.24,24.98,30.03,77.9,7.44,104.78,Blackgram
59.54,27.72,39.23,31.67,54.97,6.56,41.96,Millet
19.57,11.84,34.83,28.26,35.3,6.53,31.07,Pomegranate
77.45,40.33,37.48,29.38,80.73,6.26,223.24,Rice
21.62,27.35,33.91,30.05,55.35,6.99,85.04,Mango
20.84,22.25,39.15,28.68,61.05,5.52,143.12,Mango
62.51,54.93,207.14,29.58,83.59,6.66,151.16,Turmeric
99.21,52.62,44.85,25.22,56.52,7.32,76.22,Chilli
115.17,62.56,22.22,26.35,70.83,6.58,61.93,Cotton
68.13,50.86,41.82,32.8,54.32,6.43,126.27,Tapioca
106.14,27.27,33.2,18.41,53.87,6.23,147.65,Coffee
15.93,7.11,52.56,26.38,32.13,6.7,77.5,Pomegranate
90.3,89.22,47.81,25.31,79.62,6.78,85.29,Banana
37.22,66.08,20.75,25.66,68.68,6.98,83.59,Groundnut
34.74,45.33,38.97,32.89,55.05,6.84,99.64,Sesame
112.92,43.88,24.19,24.13,64.85,6.59,96.26,Cotton
100.71,37.16,45.87,24.21,76.83,7.07,206.57,Sugarcane
21.56,29.59,24.29,33.26,49.44,6.21,94.82,Mango
109.07,73.97,44.77,24.0,76.12,6.71,125.84,Banana
29.81,10.83,35.66,25.93,88.32,6.49,123.86,Coconut
61.87,33.38,23.07,26.23,42.33,7.57,79.96,Sorghum
24.41,21.82,38.47,33.8,41.97,6.79,78.46,Pomegranate
86.72,23.08,55.04,16.61,79.34,6.42,251.72,Cardamom
87.29,33.93,44.6,16.16,85.42,5.74,246.33,Cardamom
108.38,22.59,32.56,21.47,61.31,6.2,212.49,Coffee
16.96,14.64,35.39,28.74,41.22,7.07,43.51,Pomegranate
39.86,60.2,86.97,23.45,26.58,7.25,44.96,Chickpea
112.93,34.08,47.92,32.58,87.22,6.75,219.82,Sugarcane
42.47,56.67,86.23,20.98,16.85,6.62,85.95,Chickpea
26.06,68.13,30.08,34.69,69.03,7.39,85.33,Blackgram
30.24,58.8,15.48,34.8,77.73,7.18,71.86,Blackgram
79.58,38.02,39.93,26.55,57.46,7.6,80.09,Millet
50.42,62.13,193.54,26.17,71.84,5.65,148.53,Turmeric
29.03,60.55,19.93,28.71,66.43,6.2,122.09,Pigeonpea
17.32,20.51,29.45,27.8,47.85,7.06,87.69,Pomegranate
40.86,69.22,75.28,23.52,15.7,7.45,80.22,Chickpea
87.57,45.18,40.98,23.56,84.18,5.73,224.93,Rice
126.78,62.78,40.44,31.92,72.64,6.69,79.97,Chilli
115.87,66.05,40.85,24.59,72.27,7.15,85.77,Chilli
10.85,53.83,16.92,25.92,56.12,5.74,112.53,Pigeonpea
123.63,55.17,18.1,26.69,79.93,6.33,64.8,Cotton
94.8,26.87,35.27,26.8,73.12,6.36,189.12,Sugarcane
24.85,10.85,33.45,31.82,90.45,5.54,132.23,Coconut
76.95,32.75,39.9,28.63,82.67,6.6,212.41,Sugarcane
60.14,56.34,206.68,29.19,68.4,5.86,211.07,Turmeric
68.26,47.95,37.73,23.49,54.35,6.79,94.58,Maize
56.45,62.31,70.72,25.89,14.18,5.95,94.34,Chickpea
26.6,68.42,21.98,33.58,58.12,7.07,78.76,Greengram
84.52,47.97,44.85,26.97,59.42,5.75,110.54,Maize
20.23,15.96,32.14,34.45,87.72,5.74,190.02,Coconut
15.42,57.39,17.49,26.94,64.27,6.75,100.05,Pigeonpea
84.99,30.67,23.75,27.14,51.25,7.4,51.22,Millet
32.88,15.0,20.5,29.34,62.71,6.55,105.64,Mango
38.28,47.97,22.08,28.27,51.0,5.52,67.84,Sesame
35.45,55.43,28.59,30.66,70.61,6.39,75.94,Greengram
39.48,47.5,37.78,28.96,55.61,7.05,89.77,Sesame
33.47,59.17,29.17,31.72,72.69,5.85,77.1,Groundnut
129.31,45.79,16.3,31.89,70.38,7.71,62.01,Cotton
33.1,17.55,41.46,34.16,55.5,6.74,124.34,Mango
87.03,55.11,36.89,30.97,64.24,5.54,88.7,Maize
54.66,32.6,23.7,32.11,43.1,7.05,69.86,Sorghum
17.21,54.92,17.6,31.93,61.49,7.31,59.97,Greengram
89.05,44.91,49.38,24.93,71.46,6.71,64.32,Maize
74.82,45.44,37.38,27.07,88.99,6.92,261.89,Rice
56.78,17.57,23.11,36.05,53.7,6.48,86.18,Sorghum
23.29,69.63,25.94,34.72,64.25,6.6,62.04,Greengram
25.54,64.82,28.1,30.53,60.26,6.2,84.32,Greengram
73.11,30.96,28.16,27.9,48.38,8.04,90.02,Sorghum
24.35,61.16,26.98,28.05,67.03,5.69,106.86,Pigeonpea
24.48,6.39,46.75,26.59,83.45,6.52,106.99,Coconut
33.51,55.45,16.42,28.01,65.32,6.75,56.71,Greengram
24.68,15.8,38.21,28.46,47.33,7.38,39.92,Pomegranate
27.3,54.74,24.0,33.71,58.59,6.92,68.96,Groundnut
17.82,54.76,17.74,23.47,56.05,6.07,140.11,Pigeonpea
68.69,37.69,46.57,26.55,87.51,6.25,288.01,Rice
22.22,36.05,35.28,29.39,65.83,5.83,68.41,Sesame
64.64,29.63,23.52,31.42,44.44,6.57,70.8,Sorghum
23.88,63.5,21.64,33.88,59.15,7.46,66.52,Blackgram
24.96,59.29,21.59,31.63,68.75,5.52,104.32,Groundnut
66.45,31.11,42.51,16.66,76.99,6.01,214.94,Cardamom
28.14,63.05,22.47,33.78,57.12,7.19,49.74,Greengram
14.56,10.19,43.07,30.13,36.6,7.04,27.39,Pomegranate
21.2,58.94,27.52,35.61,68.22,6.88,41.42,Greengram
130.88,61.28,48.4,31.69,73.4,7.21,89.33,Chilli
28.71,68.66,23.28,35.2,75.09,6.25,32.46,Greengram
22.57,64.45,16.17,28.36,61.07,6.61,55.06,Groundnut
55.64,56.7,52.48,30.36,82.93,6.57,147.95,Papaya
33.55,36.85,30.81,35.31,65.8,5.89,65.49,Sesame
118.62,70.3,56.01,28.5,80.45,6.34,155.19,Banana
72.79,30.85,51.47,26.96,87.99,5.16,221.22,Cardamom
24.62,61.34,16.68,32.13,55.86,6.5,73.18,Groundnut
73.79,33.51,32.96,31.76,63.01,6.19,36.87,Millet
99.59,78.15,45.93,29.05,81.71,5.91,105.54,Banana
79.76,48.3,39.83,21.22,70.1,6.39,81.81,Maize
42.62,78.57,75.34,27.02,30.41,6.95,76.82,Chickpea
19.27,60.92,16.02,29.8,55.41,6.2,88.83,Pigeonpea
70.1,33.65,48.06,26.17,82.82,6.32,240.87,Cardamom
88.93,17.18,32.97,20.47,76.09,5.89,140.73,Coffee
13.78,13.48,29.74,32.44,36.03,6.85,43.8,Pomegranate
88.8,20.12,29.9,23.89,78.83,7.28,214.91,Sugarcane
20.81,60.13,32.35,29.43,59.51,6.19,110.53,Pigeonpea
129.0,49.97,34.71,27.97,71.96,5.94,66.92,Cotton
34.7,39.69,36.32,33.37,64.43,7.18,73.91,Sesame
89.42,29.04,40.1,19.69,67.61,6.73,222.95,Coffee
43.89,69.72,48.21,32.06,83.29,7.01,161.36,Papaya
118.89,62.13,46.56,24.4,57.58,6.82,102.87,Chilli
104.02,49.97,51.17,33.59,75.3,6.68,102.07,Chilli
38.47,46.05,19.25,25.04,62.82,5.58,116.65,Groundnut
103.91,62.38,42.31,27.85,73.54,6.66,89.69,Chilli
32.23,51.0,25.7,35.35,57.34,5.85,55.09,Sesame
78.53,44.4,47.47,26.23,54.82,6.98,51.32,Tapioca
50.68,70.67,54.74,31.75,85.13,6.21,189.15,Papaya
33.0,68.49,73.93,27.7,18.72,6.86,105.68,Chickpea
22.88,19.48,38.62,26.93,46.42,7.06,143.45,Mango
21.9,64.13,26.6,28.83,58.81,6.55,127.45,Pigeonpea
15.75,19.09,34.0,24.15,30.91,7.01,75.36,Pomegranate
37.05,67.57,71.19,18.6,31.81,6.73,80.04,Chickpea
68.53,27.96,45.79,18.34,85.5,6.34,189.14,Cardamom
43.26,64.89,51.52,28.13,83.63,6.93,129.43,Papaya
75.31,34.46,44.92,28.25,58.39,6.39,100.39,Tapioca
85.14,47.64,44.91,30.95,72.42,6.56,100.99,Maize
16.71,54.92,15.57,25.36,57.55,6.56,47.95,Greengram
107.59,43.0,25.51,35.21,70.51,6.47,72.14,Cotton
103.27,57.77,30.83,33.93,65.49,6.18,110.49,Cotton
20.55,19.55,40.75,27.81,89.59,5.84,115.31,Coconut
119.41,53.85,24.88,28.71,76.59,7.05,107.03,Cotton
58.92,60.83,49.04,32.83,87.64,6.82,175.17,Papaya
70.76,39.79,44.03,30.98,69.45,5.84,80.82,Tapioca
112.88,58.54,17.61,34.82,72.72,6.44,99.43,Cotton
38.44,66.59,21.93,25.09,65.62,5.84,100.49,Groundnut
137.51,42.19,28.97,27.42,78.98,6.96,99.37,Cotton
19.87,58.01,17.71,31.19,60.48,6.44,107.53,Blackgram
93.46,34.1,49.27,26.13,64.75,7.48,67.4,Maize
17.05,21.06,35.95,35.36,49.09,6.24,76.59,Mango
127.49,50.49,42.27,23.6,60.7,6.98,63.38,Chilli
23.64,70.42,25.47,34.84,68.01,5.59,141.22,Pigeonpea
12.55,21.74,37.23,24.89,44.27,7.22,59.15,Pomegranate
17.97,51.01,25.95,29.17,61.53,6.37,82.4,Greengram
128.45,88.75,58.09,33.73,77.47,6.46,167.06,Banana
99.53,37.23,25.96,31.27,82.61,6.39,242.63,Sugarcane
18.81,24.19,42.17,29.7,48.44,6.97,96.48,Mango
41.23,37.79,24.01,32.99,66.69,6.74,50.63,Sesame
28.56,12.29,38.47,27.72,42.6,6.95,31.25,Pomegranate
39.48,59.59,25.25,26.68,72.43,6.19,61.73,Blackgram
47.94,54.29,39.48,29.65,63.1,5.56,76.2,Sesame
32.05,64.85,23.26,33.07,61.72,7.13,88.51,Blackgram
89.88,49.92,41.83,30.89,70.69,6.09,102.21,Maize
12.31,13.7,39.3,26.86,84.68,6.82,158.45,Coconut
68.02,28.29,33.56,28.41,60.66,6.21,83.31,Millet
136.11,52.58,17.69,28.5,71.21,6.48,90.91,Cotton
